Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
94.7375619411,-0.0013716866,94.7375619411,-0.0004303359,94.7375619411,0.0014376067,94.7375619411,-162.5819189799,94.7375619411,-5562.5819189799,94.7375619411,-0.0782659366,94.7375619411,-7.2498095228
94.7838964462,-0.000995347,94.7838964462,-0.0005468922,94.7838964462,0.0011356966,94.7838964462,-151.2134575522,94.7838964462,-5551.2134575522,94.7838964462,-0.1589202525,94.7838964462,-3.2659571481
94.8437178135,-0.0006979203,94.8437178135,-0.0004187695,94.8437178135,0.0008139168,94.8437178135,-149.0352005243,94.8437178135,-5549.0352005243,94.8437178135,-0.2102772424,94.8437178135,0.1044648704
94.8888857365,-0.0005298022,94.8888857365,-0.0001873355,94.8888857365,0.0005619474,94.8888857365,-160.5266481397,94.8888857365,-5560.5266481397,94.8888857365,-0.2179952872,94.8888857365,0.9103759021
94.9495763779,-0.0005200488,94.9495763779,0.0002021993,94.9495763779,0.0005579743,94.9495763779,158.7535057354,94.9495763779,-5601.2464942646,94.9495763779,-0.1730765043,94.9495763779,-1.9839757036
94.9948694706,-0.0009199524,94.9948694706,0.0005170770,94.9948694706,0.0010553109,94.9948694706,150.6609932959,94.9948694706,-5609.3390067041,94.9948694706,-0.0806097346,94.9948694706,-6.2146598678
95.0404031277,-0.0013839995,95.0404031277,0.0003643754,95.0404031277,0.0014311617,95.0404031277,165.2500500930,95.0404031277,-5594.749949907,95.0404031277,0.0431736220,95.0404031277,-8.7878011796
95.1008954048,-0.0014013418,95.1008954048,0.0002686204,95.1008954048,0.0014268552,95.1008954048,169.148716331,95.1008954048,-5590.8512836690,95.1008954048,0.1718074434,95.1008954048,-7.7684225361
95.1460757256,-0.0013843957,95.1460757256,0.0002154119,95.1460757256,0.0014010546,95.1460757256,171.1557009108,95.1460757256,-5588.8442990892,95.1460757256,0.2744035949,95.1460757256,-2.1648207416
95.1916651726,-0.0017083092,95.1916651726,0.0001773418,95.1916651726,0.0017174895,95.1916651726,174.0732788505,95.1916651726,-5585.9267211495,95.1916651726,0.3218558408,95.1916651726,6.6194701725
95.2369527817,-0.0016988224,95.2369527817,-0.0001126727,95.2369527817,0.0017025547,95.2369527817,-176.2054717269,95.2369527817,-5576.2054717269,95.2369527817,0.29260993,95.2369527817,15.1067764577
95.2970125675,-0.001590229,95.2970125675,-0.0002632475,95.2970125675,0.0016118708,95.2970125675,-170.6004632609,95.2970125675,-5570.6004632609,95.2970125675,0.1784794491,95.2970125675,18.9453401212
95.3427526951,-0.0013985323,95.3427526951,-0.0001906026,95.3427526951,0.0014114609,95.3427526951,-172.2391096789,95.3427526951,-5572.2391096789,95.3427526951,-0.0129214826,95.3427526951,15.6321568730
95.3879525661,-0.0014039077,95.3879525661,-0.0001182095,95.3879525661,0.0014088756,95.3879525661,-175.1870298444,95.3879525661,-5575.1870298444,95.3879525661,-0.2579935637,95.3879525661,6.2529444932
95.4341526031,-0.0012722084,95.4341526031,-0.0001447001,95.4341526031,0.0012804110,95.4341526031,-173.5111033689,95.4341526031,-5573.5111033689,95.4341526031,-0.5223792420,95.4341526031,-5.0511925508
95.4941492081,-0.0013589151,95.4941492081,-0.0001741182,95.4941492081,0.0013700246,95.4941492081,-172.6984595626,95.4941492081,-5572.6984595626,95.4941492081,-0.7655467188,95.4941492081,-13.5746334610
95.539424181,-0.0014415982,95.539424181,-0.00027031,95.539424181,0.0014667218,95.539424181,-169.3799482342,95.539424181,-5569.3799482342,95.539424181,-0.9493392849,95.539424181,-16.1982436588
95.5998544693,-0.0015956115,95.5998544693,-0.0002755173,95.5998544693,0.0016192238,95.5998544693,-170.2032313651,95.5998544693,-5570.2032313651,95.5998544693,-1.0430191956,95.5998544693,-13.018121607
95.6447141171,-0.0017170785,95.6447141171,-0.0001397184,95.6447141171,0.0017227536,95.6447141171,-175.3481014850,95.6447141171,-5575.3481014850,95.6447141171,-1.0291410719,95.6447141171,-6.5907168193
