Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
241.1176285744,0.0016764687,241.1176285744,0.0026744549,241.1176285744,0.0031564626,241.1176285744,57.9186631145,241.1176285744,-1022.0813368855,241.1176285744,0.1770141395,241.1176285744,0.2463654865
241.162866354,0.0024720848,241.162866354,0.0020493563,241.162866354,0.0032110847,241.162866354,39.6587044130,241.162866354,-1040.341295587,241.162866354,0.1837221167,241.162866354,0.6358613425
241.2221636772,0.0019818456,241.2221636772,0.0010323120,241.2221636772,0.0022345872,241.2221636772,27.5142944301,241.2221636772,-1052.4857055699,241.2221636772,0.1789959891,241.2221636772,-0.0158655764
241.2673807144,0.0010174217,241.2673807144,0.0014392051,241.2673807144,0.0017625148,241.2673807144,54.7422453455,241.2673807144,-1025.2577546545,241.2673807144,0.1649092252,241.2673807144,-0.4737174475
241.3120737076,0.0008971667,241.3120737076,0.0024262824,241.3120737076,0.0025868425,241.3120737076,69.7071125104,241.3120737076,-1010.2928874896,241.3120737076,0.1455941700,241.3120737076,-0.637186088
241.3722209930,0.0019713904,241.3722209930,0.0023186639,241.3722209930,0.0030434490,241.3722209930,49.6279168211,241.3722209930,-1030.3720831789,241.3722209930,0.1265253972,241.3722209930,-0.7976236123
241.4172344208,0.0020688267,241.4172344208,0.0017841663,241.4172344208,0.0027319029,241.4172344208,40.7746456580,241.4172344208,-1039.225354342,241.4172344208,0.1113104052,241.4172344208,-0.1142705386
241.4621028900,0.0015094050,241.4621028900,0.0014954622,241.4621028900,0.0021247848,241.4621028900,44.7341447474,241.4621028900,-1035.2658552526,241.4621028900,0.1026029826,241.4621028900,1.2118236320
241.523216486,0.0012381233,241.523216486,0.0018846011,241.523216486,0.0022549215,241.523216486,56.6963522684,241.523216486,-1023.3036477316,241.523216486,0.1003121944,241.523216486,2.2336178041
241.5683765411,0.0015441034,241.5683765411,0.0021681702,241.5683765411,0.0026618072,241.5683765411,54.5427118206,241.5683765411,-1025.4572881794,241.5683765411,0.1034726748,241.5683765411,1.7113340249
241.6131043434,0.0018107273,241.6131043434,0.0020129786,241.6131043434,0.0027075480,241.6131043434,48.0277837606,241.6131043434,-1031.9722162394,241.6131043434,0.1089588691,241.6131043434,-0.1055833156
241.6729619503,0.0018228635,241.6729619503,0.001785651,241.6729619503,0.0025517408,241.6729619503,44.4091624409,241.6729619503,-1035.5908375591,241.6729619503,0.114325708,241.6729619503,-1.9343252849
241.7185459137,0.0016411493,241.7185459137,0.0016392027,241.7185459137,0.0023195596,241.7185459137,44.9659988883,241.7185459137,-1035.0340011117,241.7185459137,0.1167499115,241.7185459137,-2.6000645518
241.7636857033,0.0015487544,241.7636857033,0.0015275764,241.7636857033,0.0021753459,241.7636857033,44.6055732122,241.7636857033,-1035.3944267878,241.7636857033,0.1139874832,241.7636857033,-1.8806305048
241.824202776,0.0012898483,241.824202776,0.0015639484,241.824202776,0.0020272255,241.824202776,50.4862878024,241.824202776,-1029.5137121976,241.824202776,0.1064389297,241.824202776,-0.2408722996
241.8692471981,0.0012513412,241.8692471981,0.0015604483,241.8692471981,0.0020002135,241.8692471981,51.2734781961,241.8692471981,-1028.7265218039,241.8692471981,0.0945230131,241.8692471981,1.1801707397
241.9140443802,0.0013214958,241.9140443802,0.0016232404,241.9140443802,0.0020931461,241.9140443802,50.8506290739,241.9140443802,-1029.1493709261,241.9140443802,0.0789546148,241.9140443802,1.8106298078
241.9593820572,0.0013156085,241.9593820572,0.0015812838,241.9593820572,0.0020570086,241.9593820572,50.2399643328,241.9593820572,-1029.7600356672,241.9593820572,0.0612744348,241.9593820572,1.6935890617
242.0191059113,0.00131433,242.0191059113,0.0015240063,242.0191059113,0.0020124757,242.0191059113,49.2249357849,242.0191059113,-1030.7750642151,242.0191059113,0.0425446604,242.0191059113,1.1671978206
242.0648210049,0.0013192195,242.0648210049,0.0014467955,242.0648210049,0.0019579473,242.0648210049,47.6407622048,242.0648210049,-1032.3592377952,242.0648210049,0.025023685,242.0648210049,0.3789224531
242.1247792244,0.0017079759,242.1247792244,0.0017115450,242.1247792244,0.0024179678,242.1247792244,45.0598019001,242.1247792244,-1034.9401980999,242.1247792244,0.0092842505,242.1247792244,-0.6722943621
242.1705477238,0.0016135506,242.1705477238,0.0020489076,242.1705477238,0.0026079816,242.1705477238,51.7789477494,242.1705477238,-1028.2210522506,242.1705477238,-0.0045254278,242.1705477238,-1.4992025534
242.2161397934,0.0014357246,242.2161397934,0.0019392868,242.2161397934,0.0024129107,242.2161397934,53.4861074077,242.2161397934,-1026.5138925923,242.2161397934,-0.0197355475,242.2161397934,-1.8187819038
242.2610309124,0.0012683446,242.2610309124,0.0015694524,242.2610309124,0.0020178897,242.2610309124,51.0567731115,242.2610309124,-1028.9432268885,242.2610309124,-0.0380901607,242.2610309124,-1.3246317739
242.3212544918,0.0018684864,242.3212544918,0.0014446405,242.3212544918,0.0023618272,242.3212544918,37.7097913452,242.3212544918,-1042.2902086548,242.3212544918,-0.0587639291,242.3212544918,-0.5492892716
242.3661031723,0.0020519727,242.3661031723,0.0021656336,242.3661031723,0.0029833808,242.3661031723,46.543698756,242.3661031723,-1033.4563012440,242.3661031723,-0.0808247151,242.3661031723,0.5873407326
242.4112570286,0.0012779805,242.4112570286,0.0025666472,242.4112570286,0.0028672133,242.4112570286,63.5304480747,242.4112570286,-1016.4695519253,242.4112570286,-0.1019683049,242.4112570286,1.6468216841
242.4712989330,0.0008511997,242.4712989330,0.0015561056,242.4712989330,0.0017736983,242.4712989330,61.3210596924,242.4712989330,-1018.6789403076,242.4712989330,-0.1210338047,242.4712989330,1.7683537655
242.5173563957,0.0018594429,242.5173563957,0.0011091022,242.5173563957,0.0021650949,242.5173563957,30.814814879,242.5173563957,-1049.1851851210,242.5173563957,-0.1359577506,242.5173563957,0.4298767189
242.5625708103,0.0024816494,242.5625708103,0.0019612794,242.5625708103,0.0031630998,242.5625708103,38.3197698021,242.5625708103,-1041.6802301979,242.5625708103,-0.1463666483,242.5625708103,-0.5727637562
242.6223940849,0.0018050131,242.6223940849,0.0026668560,242.6223940849,0.0032202784,242.6223940849,55.9086064205,242.6223940849,-1024.0913935795,242.6223940849,-0.1521085060,242.6223940849,-0.7547405064
242.6676783562,0.0011297519,242.6676783562,0.0022793992,242.6676783562,0.0025440126,242.6676783562,63.6353371156,242.6676783562,-1016.3646628844,242.6676783562,-0.1532429513,242.6676783562,-0.4428099352
242.7131032944,0.0012793274,242.7131032944,0.0018495799,242.7131032944,0.0022489163,242.7131032944,55.3289576341,242.7131032944,-1024.6710423659,242.7131032944,-0.1511827069,242.7131032944,-0.1080914371
242.7733209133,0.0016144921,242.7733209133,0.0018116565,242.7733209133,0.0024266611,242.7733209133,48.2935660428,242.7733209133,-1031.7064339572,242.7733209133,-0.1467571028,242.7733209133,0.2904613832
242.8191392422,0.0016924465,242.8191392422,0.0020440788,242.8191392422,0.0026537960,242.8191392422,50.3760874915,242.8191392422,-1029.6239125085,242.8191392422,-0.1412290297,242.8191392422,0.7558778310
242.8646204472,0.0015323904,242.8646204472,0.0021669246,242.8646204472,0.0026540125,242.8646204472,54.7330846815,242.8646204472,-1025.2669153185,242.8646204472,-0.1354417390,242.8646204472,0.8412779270
242.925822258,0.0014475168,242.925822258,0.0020356147,242.925822258,0.0024978055,242.925822258,54.5835322983,242.925822258,-1025.4164677017,242.925822258,-0.1289974512,242.925822258,0.1466338903
242.9710845947,0.0013995627,242.9710845947,0.0019262964,242.9710845947,0.0023810488,242.9710845947,53.9994849533,242.9710845947,-1026.0005150467,242.9710845947,-0.1219348145,242.9710845947,-1.0121566553
243.0160033703,0.0013799509,243.0160033703,0.001875338,243.0160033703,0.0023283378,243.0160033703,53.6528348218,243.0160033703,-1026.3471651782,243.0160033703,-0.1128469646,243.0160033703,-1.8623601701
243.0758643150,0.0013427883,243.0758643150,0.0019950221,243.0758643150,0.0024048272,243.0758643150,56.0567104594,243.0758643150,-1023.9432895406,243.0758643150,-0.1009693330,243.0758643150,-1.6555803760
243.1210720539,0.0013832158,243.1210720539,0.0019887630,243.1210720539,0.0024224913,243.1210720539,55.1807826086,243.1210720539,-1024.8192173914,243.1210720539,-0.0860222595,243.1210720539,-0.4911564741
243.1515214443,0.0015157111,243.1515214443,0.0020612168,243.1515214443,0.0025585142,243.1515214443,53.6711804919,243.1515214443,-1026.3288195081,243.1515214443,-0.0689973094,243.1515214443,0.9255122161
243.2120156288,0.0015894146,243.2120156288,0.0020298969,243.2120156288,0.0025781233,243.2120156288,51.9389629805,243.2120156288,-1028.0610370195,243.2120156288,-0.0526590572,243.2120156288,1.6500240725
243.2721683979,0.0016644438,243.2721683979,0.0020618255,243.2721683979,0.0026498109,243.2721683979,51.0872049066,243.2721683979,-1028.9127950934,243.2721683979,-0.0375185069,243.2721683979,1.2753985023
243.3166842461,0.0016232797,243.3166842461,0.001818485,243.3166842461,0.0024376063,243.3166842461,48.2461455183,243.3166842461,-1031.7538544817,243.3166842461,-0.0255095538,243.3166842461,0.1150591538
243.3620443344,0.0013982101,243.3620443344,0.0016980453,243.3620443344,0.0021996248,243.3620443344,50.5311620246,243.3620443344,-1029.4688379754,243.3620443344,-0.017252121,243.3620443344,-0.742980804
243.4218461514,0.0010895681,243.4218461514,0.0021389744,243.4218461514,0.0024004937,243.4218461514,63.0062479878,243.4218461514,-1016.9937520122,243.4218461514,-0.0121191339,243.4218461514,-0.3728626843
243.467291832,0.0016522925,243.467291832,0.0027660265,243.467291832,0.0032219518,243.467291832,59.1479158305,243.467291832,-1020.8520841695,243.467291832,-0.0083703196,243.467291832,0.5221085597
243.5119109154,0.0024776606,243.5119109154,0.0022701680,243.5119109154,0.0033604263,243.5119109154,42.4976162989,243.5119109154,-1037.5023837011,243.5119109154,-0.0041566389,243.5119109154,0.8952216027
243.5724859238,0.0020444148,243.5724859238,0.0011757500,243.5724859238,0.0023583935,243.5724859238,29.9033564321,243.5724859238,-1050.0966435679,243.5724859238,0.0030938723,243.5724859238,0.3502879393
243.6173410416,0.0009374379,243.6173410416,0.0014986191,243.6173410416,0.0017676677,243.6173410416,57.9726012072,243.6173410416,-1022.0273987928,243.6173410416,0.0146553764,243.6173410416,0.0490213815
243.6622145176,0.0010424774,243.6622145176,0.0024642709,243.6622145176,0.0026757037,243.6622145176,67.0698463877,243.6622145176,-1012.9301536123,243.6622145176,0.0322021187,243.6622145176,-0.2858578494
243.7232644558,0.0019030455,243.7232644558,0.0024803893,243.7232644558,0.0031263258,243.7232644558,52.5032595383,243.7232644558,-1027.4967404617,243.7232644558,0.0574138381,243.7232644558,-0.6837764853
243.7683284283,0.0020754956,243.7683284283,0.0017248710,243.7683284283,0.0026986778,243.7683284283,39.7287727159,243.7683284283,-1040.2712272841,243.7683284283,0.0905594343,243.7683284283,-0.6239067251
243.8136489391,0.0014443424,243.8136489391,0.0014055114,243.8136489391,0.0020153380,243.8136489391,44.2193579899,243.8136489391,-1035.7806420101,243.8136489391,0.1304201592,243.8136489391,0.1159232400
243.8744430542,0.0011607321,243.8744430542,0.0018105932,243.8744430542,0.0021507085,243.8744430542,57.3369465942,243.8744430542,-1022.6630534058,243.8744430542,0.1739332558,243.8744430542,0.9498760284
243.9193301201,0.0015005976,243.9193301201,0.0021627495,243.9193301201,0.0026323523,243.9193301201,55.2456208320,243.9193301201,-1024.754379168,243.9193301201,0.2180040414,243.9193301201,0.7932811749
243.9638159275,0.0017276667,243.9638159275,0.0019886205,243.9638159275,0.0026342824,243.9638159275,49.0166556688,243.9638159275,-1030.9833443312,243.9638159275,0.2591767719,243.9638159275,-0.2312153093
244.0242249966,0.0017123485,244.0242249966,0.0017971292,244.0242249966,0.0024822995,244.0242249966,46.3838609398,244.0242249966,-1033.6161390602,244.0242249966,0.2936331435,244.0242249966,-1.2085268719
244.0692608356,0.0015431961,244.0692608356,0.0015787229,244.0692608356,0.0022076730,244.0692608356,45.6519862223,244.0692608356,-1034.3480137777,244.0692608356,0.3179514811,244.0692608356,-1.4213824352
244.1141107082,0.0014220764,244.1141107082,0.0016023012,244.1141107082,0.0021423516,244.1141107082,48.4102635196,244.1141107082,-1031.5897364804,244.1141107082,0.3290253567,244.1141107082,-0.743188896
244.1743094921,0.0012369632,244.1743094921,0.0014789903,244.1743094921,0.0019280794,244.1743094921,50.0923560974,244.1743094921,-1029.9076439026,244.1743094921,0.3254772811,244.1743094921,0.2361179531
244.2187767029,0.0012275377,244.2187767029,0.0016859795,244.2187767029,0.0020855157,244.2187767029,53.9421687211,244.2187767029,-1026.0578312789,244.2187767029,0.3066230995,244.2187767029,0.9803839813
244.2636287212,0.0012902663,244.2636287212,0.0014553082,244.2636287212,0.0019449188,244.2636287212,48.4400232100,244.2636287212,-1031.55997679,244.2636287212,0.2738179521,244.2636287212,0.9741192771
244.324256897,0.0012452713,244.324256897,0.0017441747,244.324256897,0.0021430926,244.324256897,54.4746740452,244.324256897,-1025.5253259548,244.324256897,0.2279771277,244.324256897,0.8476317083
244.3695523739,0.0014754843,244.3695523739,0.0015611854,244.3695523739,0.0021481047,244.3695523739,46.6165776724,244.3695523739,-1033.3834223276,244.3695523739,0.1720641823,244.3695523739,0.4219393655
244.4150121212,0.0012898797,244.4150121212,0.0015506225,244.4150121212,0.0020169828,244.4150121212,50.2447465772,244.4150121212,-1029.7552534228,244.4150121212,0.1101680698,244.4150121212,0.1508437078
244.4744296074,0.0016850505,244.4744296074,0.0016355595,244.4744296074,0.0023482866,244.4744296074,44.1461154303,244.4744296074,-1035.8538845697,244.4744296074,0.0472344328,244.4744296074,-0.4878795311
244.5190870762,0.0016043715,244.5190870762,0.0019027187,244.5190870762,0.0024888444,244.5190870762,49.8624293686,244.5190870762,-1030.1375706314,244.5190870762,-0.0134654762,244.5190870762,-1.0502295301
244.5491437912,0.0013817368,244.5491437912,0.0022812891,244.5491437912,0.0026671101,244.5491437912,58.7974468043,244.5491437912,-1021.2025531957,244.5491437912,-0.0703801825,244.5491437912,-1.0672788389
244.6244707108,0.0014119556,244.6244707108,0.0015589678,244.6244707108,0.0021033305,244.6244707108,47.8328958377,244.6244707108,-1032.1671041623,244.6244707108,-0.1224062397,244.6244707108,-0.7836415660
244.669210434,0.0016472122,244.669210434,0.0013094826,244.669210434,0.0021042939,244.669210434,38.4836096338,244.669210434,-1041.5163903662,244.669210434,-0.1672385861,244.669210434,-0.2207369540
244.7149348259,0.0021783275,244.7149348259,0.0019433543,244.7149348259,0.0029192013,244.7149348259,41.7371527273,244.7149348259,-1038.2628472727,244.7149348259,-0.2024667813,244.7149348259,0.4839383784
244.7748539448,0.0017104839,244.7748539448,0.0023799702,244.7748539448,0.0029308725,244.7748539448,54.2952074385,244.7748539448,-1025.7047925615,244.7748539448,-0.2266835408,244.7748539448,1.0399640762
244.8197591305,0.0006840468,244.8197591305,0.0022437666,244.8197591305,0.0023457213,244.8197591305,73.0453492048,244.8197591305,-1006.9546507952,244.8197591305,-0.2404609059,244.8197591305,1.5523232645
244.8645827770,-0.0014922699,244.8645827770,0.0008209162,244.8645827770,0.0017031655,244.8645827770,151.1842620760,244.8645827770,-928.815737924,244.8645827770,-0.2464112954,244.8645827770,4.2484398774
244.9249312878,-0.0013189431,244.9249312878,0.0018726477,244.9249312878,0.0022905065,244.9249312878,125.1578009165,244.9249312878,-954.8421990835,244.9249312878,-0.2468303076,244.9249312878,5.4480249436
244.970328331,-0.0020872674,244.970328331,0.0018064595,244.970328331,0.0027604314,244.970328331,139.1249172409,244.970328331,-940.8750827591,244.970328331,-0.2468140631,244.970328331,5.7758142378
245.0159637928,-0.0021338343,245.0159637928,0.0011711532,245.0159637928,0.0024341012,245.0159637928,151.2398548775,245.0159637928,-928.7601451225,245.0159637928,-0.2540602172,245.0159637928,3.5828508084
245.0761106014,-0.0018314969,245.0761106014,0.0010143117,245.0761106014,0.0020936115,245.0761106014,151.0216288871,245.0761106014,-928.9783711129,245.0761106014,-0.2779625336,245.0761106014,-2.3262385090
245.1212704182,-0.0018142271,245.1212704182,0.0012058329,245.1212704182,0.0021784061,245.1212704182,146.3898511485,245.1212704182,-933.6101488515,245.1212704182,-0.3284145986,245.1212704182,-10.6717751351
245.1664004326,-0.0018145077,245.1664004326,0.0014256951,245.1664004326,0.0023076058,245.1664004326,141.8425672982,245.1664004326,-938.1574327018,245.1664004326,-0.4141724346,245.1664004326,-17.9026092072
245.2261993885,-0.0019248328,245.2261993885,0.0013239647,245.2261993885,0.0023362071,245.2261993885,145.4785004305,245.2261993885,-934.5214995695,245.2261993885,-0.5407331033,245.2261993885,-19.8078937888
245.2717580795,-0.0019089532,245.2717580795,0.0013234474,245.2717580795,0.0023228464,245.2717580795,145.2670355641,245.2717580795,-934.7329644359,245.2717580795,-0.7101517470,245.2717580795,-14.6164267924
245.3175616264,-0.0018663367,245.3175616264,0.0012262133,245.3175616264,0.0022331170,245.3175616264,146.6944411819,245.3175616264,-933.3055588181,245.3175616264,-0.9181992567,245.3175616264,-3.7367026924
245.3784160614,-0.0017884422,245.3784160614,0.0012195207,245.3784160614,0.0021646607,245.3784160614,145.7103177748,245.3784160614,-934.2896822252,245.3784160614,-1.1561613933,245.3784160614,8.4262230709
245.4236741066,-0.0018002622,245.4236741066,0.0012143797,245.4236741066,0.0021715575,245.4236741066,145.9980864948,245.4236741066,-934.0019135052,245.4236741066,-1.4081515167,245.4236741066,17.1579020705
